ID	PRIMER	ERROR
ERR346600.3093	IgH-fw9	0.0
ERR346600.3096	IgH-fw3	0.0
ERR346600.3097	IgH-fw10	0.0
ERR346600.3091	IgH-fw10	0.0
ERR346600.3099	IgH-fw11	0.0
ERR346600.3098	IgH-fw4	0.0
ERR346600.3103	IgH-fw5	0.0
ERR346600.3100	IgH-fw2	0.0
ERR346600.3108	IgH-fw7	0.0
ERR346600.3101	IgH-fw6	0.0
ERR346600.3104	IgH-fw8	0.0
ERR346600.3106	IgH-fw4	0.0
ERR346600.3112	IgH-fw3	0.0
ERR346600.3102	IgH-fw3	0.0
ERR346600.3107	IgH-fw10	0.0
ERR346600.3105	IgH-fw15	0.0
ERR346600.3109	IgH-fw5	0.0
ERR346600.3111	IgH-fw5	0.09999999999999998
ERR346600.3110	IgH-fw2	0.0
ERR346600.3113	IgH-fw9	0.0
ERR346600.3114	IgH-fw1	0.0
ERR346600.3115	IgH-fw2	0.0
ERR346600.3119	IgH-fw12	0.0
ERR346600.3118	IgH-fw3	0.0
ERR346600.3123	IgH-fw12	0.0
ERR346600.3120	IgH-fw6	0.050000000000000044
ERR346600.3116	IgH-fw17	0.0
ERR346600.3125	IgH-fw4	0.0
ERR346600.3121	IgH-fw15	0.0
ERR346600.3122	IgH-fw2	0.0
ERR346600.3128	IgH-fw1	0.0
ERR346600.3130	IgH-fw5	0.0
ERR346600.3127	IgH-fw6	0.0
ERR346600.3126	IgH-fw4	0.0
ERR346600.3124	IgH-fw2	0.0
ERR346600.3136	IgH-fw17	0.0
ERR346600.3131	IgH-fw9	0.0
ERR346600.3135	IgH-fw12	0.0
ERR346600.3134	IgH-fw2	0.0
ERR346600.3141	IgH-fw11	0.0
ERR346600.3144	IgH-fw9	0.0
ERR346600.3132	IgH-fw10	0.0
ERR346600.3142	IgH-fw10	0.0
ERR346600.3137	IgH-fw4	0.0
ERR346600.3143	IgH-fw17	0.0
ERR346600.3129	IgH-fw9	0.0
ERR346600.3145	IgH-fw4	0.0
ERR346600.3151	IgH-fw5	0.0
ERR346600.3138	IgH-fw10	0.0
ERR346600.3147	IgH-fw4	0.0
ERR346600.3150	IgH-fw6	0.0
ERR346600.3140	IgH-fw9	0.0
ERR346600.3146	IgH-fw15	0.0
ERR346600.3152	IgH-fw6	0.0
ERR346600.3139	IgH-fw3	0.050000000000000044
ERR346600.3148	IgH-fw10	0.0
ERR346600.3149	IgH-fw2	0.0
ERR346600.3159	IgH-fw9	0.0
ERR346600.3155	IgH-fw5	0.0
ERR346600.3153	IgH-fw10	0.0
ERR346600.3154	IgH-fw3	0.0
ERR346600.3157	IgH-fw5	0.0
ERR346600.3160	IgH-fw5	0.0
ERR346600.3156	IgH-fw4	0.0
ERR346600.3164	IgH-fw17	0.0
ERR346600.3158	IgH-fw12	0.0
ERR346600.3166	IgH-fw4	0.0
ERR346600.3165	IgH-fw1	0.0
ERR346600.3169	IgH-fw2	0.0
ERR346600.3171	IgH-fw12	0.0
ERR346600.3161	IgH-fw3	0.050000000000000044
ERR346600.3167	IgH-fw6	0.0
ERR346600.3162	IgH-fw10	0.0
ERR346600.3172	IgH-fw1	0.0
ERR346600.3175	IgH-fw4	0.0
ERR346600.3174	IgH-fw17	0.5
ERR346600.3168	IgH-fw6	0.0
ERR346600.3170	IgH-fw6	0.0
ERR346600.3177	IgH-fw2	0.0
ERR346600.3181	IgH-fw2	0.0
ERR346600.3182	IgH-fw3	0.0
ERR346600.3185	IgH-fw6	0.0
ERR346600.3179	IgH-fw17	0.0
ERR346600.3187	IgH-fw12	0.0
ERR346600.3176	IgH-fw5	0.0
ERR346600.3180	IgH-fw8	0.0
ERR346600.3183	IgH-fw4	0.0
ERR346600.3178	IgH-fw6	0.0
ERR346600.3173	IgH-fw5	0.0
ERR346600.3186	IgH-fw1	0.0
ERR346600.3189	IgH-fw12	0.0
ERR346600.3190	IgH-fw4	0.050000000000000044
ERR346600.3192	IgH-fw11	0.0
ERR346600.3194	IgH-fw5	0.0
ERR346600.3188	IgH-fw10	0.0
ERR346600.3195	IgH-fw4	0.0
ERR346600.3191	IgH-fw3	0.0
ERR346600.3198	IgH-fw6	0.0
ERR346600.3200	IgH-fw5	0.0
ERR346600.3193	IgH-fw3	0.0
ERR346600.3197	IgH-fw9	0.0
ERR346600.3199	IgH-fw2	0.0
ERR346600.3202	IgH-fw3	0.0
ERR346600.3203	IgH-fw17	0.0
ERR346600.3196	IgH-fw3	0.0
ERR346600.3205	IgH-fw2	0.0
ERR346600.3201	IgH-fw10	0.050000000000000044
ERR346600.3206	IgH-fw9	0.0
ERR346600.3207	IgH-fw5	0.0
ERR346600.3208	IgH-fw9	0.0
ERR346600.3204	IgH-fw7	0.0
ERR346600.3209	IgH-fw2	0.0
ERR346600.3210	IgH-fw7	0.0
ERR346600.3213	IgH-fw2	0.0
ERR346600.3216	IgH-fw10	0.0
ERR346600.3212	IgH-fw3	0.0
ERR346600.3215	IgH-fw4	0.0
ERR346600.3214	IgH-fw5	0.0
ERR346600.3217	IgH-fw5	0.0
ERR346600.3220	IgH-fw5	0.050000000000000044
ERR346600.3221	IgH-fw5	0.0
ERR346600.3222	IgH-fw3	0.0
ERR346600.3224	IgH-fw2	0.0
ERR346600.3218	IgH-fw5	0.0
ERR346600.3225	IgH-fw9	0.0
ERR346600.3211	IgH-fw9	0.0
ERR346600.3219	IgH-fw2	0.0
ERR346600.3227	IgH-fw6	0.0
ERR346600.3223	IgH-fw6	0.0
ERR346600.3236	IgH-fw5	0.0
ERR346600.3232	IgH-fw6	0.0
ERR346600.3233	IgH-fw6	0.0
ERR346600.3229	IgH-fw4	0.0
ERR346600.3228	IgH-fw5	0.0
ERR346600.3230	IgH-fw2	0.0
ERR346600.3226	IgH-fw11	0.0
ERR346600.3231	IgH-fw12	0.0
ERR346600.3234	IgH-fw11	0.0
ERR346600.3235	IgH-fw2	0.0
ERR346600.3237	IgH-fw8	0.0
ERR346600.3238	IgH-fw17	0.0
ERR346600.3240	IgH-fw1	0.0
ERR346600.3243	IgH-fw6	0.0
ERR346600.3242	IgH-fw3	0.0
ERR346600.3247	IgH-fw6	0.0
ERR346600.3251	IgH-fw9	0.0
ERR346600.3241	IgH-fw6	0.0
ERR346600.3239	IgH-fw4	0.0
ERR346600.3245	IgH-fw6	0.0
ERR346600.3249	IgH-fw3	0.0
ERR346600.3250	IgH-fw9	0.0
ERR346600.3244	IgH-fw11	0.0
ERR346600.3248	IgH-fw17	0.0
ERR346600.3252	IgH-fw5	0.0
ERR346600.3246	IgH-fw1	0.0
ERR346600.3254	IgH-fw10	0.0
ERR346600.3258	IgH-fw2	0.0
ERR346600.3257	IgH-fw11	0.0
ERR346600.3260	IgH-fw3	0.0
ERR346600.3256	IgH-fw17	0.0
ERR346600.3253	IgH-fw11	0.0
ERR346600.3259	IgH-fw10	0.0
ERR346600.3263	IgH-fw6	0.0
ERR346600.3255	IgH-fw17	0.0
ERR346600.3261	IgH-fw12	0.0
ERR346600.3264	IgH-fw1	0.0
ERR346600.3266	IgH-fw17	0.0
ERR346600.3267	IgH-fw3	0.09999999999999998
ERR346600.3268	IgH-fw5	0.0
ERR346600.3274	IgH-fw1	0.0
ERR346600.3262	IgH-fw3	0.0
ERR346600.3269	IgH-fw3	0.0
ERR346600.3271	IgH-fw6	0.0
ERR346600.3272	IgH-fw10	0.0
ERR346600.3265	IgH-fw10	0.0
ERR346600.3270	IgH-fw6	0.0
ERR346600.3277	IgH-fw12	0.0
ERR346600.3276	IgH-fw6	0.0
ERR346600.3278	IgH-fw3	0.0
ERR346600.3273	IgH-fw12	0.0
ERR346600.3281	IgH-fw5	0.0
ERR346600.3275	IgH-fw9	0.0
ERR346600.3280	IgH-fw5	0.0
ERR346600.3279	IgH-fw6	0.0
ERR346600.3283	IgH-fw5	0.0
ERR346600.3282	IgH-fw6	0.0
ERR346600.3286	IgH-fw6	0.0
ERR346600.3285	IgH-fw6	0.0
ERR346600.3284	IgH-fw15	0.050000000000000044
ERR346600.3292	IgH-fw11	0.0
ERR346600.3287	IgH-fw2	0.050000000000000044
ERR346600.3288	IgH-fw10	0.0
ERR346600.3289	IgH-fw3	0.0
ERR346600.3291	IgH-fw17	0.0
ERR346600.3290	IgH-fw6	0.050000000000000044
ERR346600.3293	IgH-fw3	0.0
ERR346600.3294	IgH-fw9	0.0
ERR346600.3297	IgH-fw2	0.0
ERR346600.3298	IgH-fw5	0.0
ERR346600.3295	IgH-fw4	0.0
ERR346600.3299	IgH-fw9	0.0
ERR346600.3296	IgH-fw15	0.0
ERR346600.3300	IgH-fw2	0.0
ERR346600.3301	IgH-fw1	0.0
ERR346600.3312	IgH-fw13	0.0
ERR346600.3307	IgH-fw3	0.0
ERR346600.3303	IgH-fw6	0.0
ERR346600.3306	IgH-fw4	0.0
ERR346600.3304	IgH-fw5	0.0
ERR346600.3305	IgH-fw12	0.0
ERR346600.3302	IgH-fw2	0.0
ERR346600.3308	IgH-fw10	0.050000000000000044
ERR346600.3314	IgH-fw17	0.0
ERR346600.3310	IgH-fw9	0.0
ERR346600.3316	IgH-fw5	0.0
ERR346600.3309	IgH-fw8	0.0
ERR346600.3313	IgH-fw1	0.0
ERR346600.3315	IgH-fw5	0.0
ERR346600.3317	IgH-fw6	0.0
ERR346600.3322	IgH-fw9	0.0
ERR346600.3319	IgH-fw5	0.0
ERR346600.3321	IgH-fw9	0.0
ERR346600.3318	IgH-fw3	0.050000000000000044
ERR346600.3320	IgH-fw5	0.0
ERR346600.3324	IgH-fw6	0.0
ERR346600.3325	IgH-fw10	0.0
ERR346600.3327	IgH-fw12	0.0
ERR346600.3323	IgH-fw6	0.0
ERR346600.3328	IgH-fw15	0.0
ERR346600.3329	IgH-fw5	0.0
ERR346600.3333	IgH-fw4	0.0
ERR346600.3326	IgH-fw2	0.0
ERR346600.3334	IgH-fw5	0.0
ERR346600.3331	IgH-fw1	0.0
ERR346600.3332	IgH-fw10	0.0
ERR346600.3330	IgH-fw3	0.0
ERR346600.3339	IgH-fw19	0.55
ERR346600.3336	IgH-fw8	0.0
ERR346600.3337	IgH-fw2	0.6
ERR346600.3341	IgH-fw9	0.0
ERR346600.3335	IgH-fw12	0.0
ERR346600.3340	IgH-fw5	0.0
ERR346600.3342	IgH-fw8	0.0
ERR346600.3345	IgH-fw3	0.0
ERR346600.3346	IgH-fw4	0.0
ERR346600.3348	IgH-fw6	0.0
ERR346600.3344	IgH-fw10	0.0
ERR346600.3343	IgH-fw6	0.0
ERR346600.3347	IgH-fw10	0.0
ERR346600.3351	IgH-fw6	0.0
ERR346600.3349	IgH-fw2	0.0
ERR346600.3352	IgH-fw3	0.0
ERR346600.3354	IgH-fw5	0.0
ERR346600.3357	IgH-fw11	0.30000000000000004
ERR346600.3355	IgH-fw5	0.0
ERR346600.3353	IgH-fw3	0.0
ERR346600.3350	IgH-fw12	0.0
ERR346600.3360	IgH-fw3	0.0
ERR346600.3363	IgH-fw6	0.0
ERR346600.3358	IgH-fw2	0.0
ERR346600.3356	IgH-fw1	0.0
ERR346600.3361	IgH-fw17	0.0
ERR346600.3365	IgH-fw1	0.0
ERR346600.3359	IgH-fw3	0.0
ERR346600.3368	IgH-fw9	0.0
ERR346600.3364	IgH-fw6	0.0
ERR346600.3372	IgH-fw2	0.0
ERR346600.3373	IgH-fw5	0.0
ERR346600.3366	IgH-fw12	0.0
ERR346600.3376	IgH-fw7	0.0
ERR346600.3377	IgH-fw2	0.050000000000000044
ERR346600.3369	IgH-fw5	0.0
ERR346600.3374	IgH-fw17	0.0
ERR346600.3375	IgH-fw9	0.0
ERR346600.3367	IgH-fw4	0.0
ERR346600.3382	IgH-fw5	0.0
ERR346600.3379	IgH-fw7	0.0
ERR346600.3381	IgH-fw2	0.0
ERR346600.3371	IgH-fw6	0.0
ERR346600.3383	IgH-fw6	0.0
ERR346600.3388	IgH-fw3	0.0
ERR346600.3385	IgH-fw9	0.0
ERR346600.3386	IgH-fw5	0.0
ERR346600.3384	IgH-fw17	0.55
ERR346600.3380	IgH-fw1	0.0
ERR346600.3390	IgH-fw6	0.0
ERR346600.3389	IgH-fw6	0.0
ERR346600.3378	IgH-fw4	0.050000000000000044
ERR346600.3392	IgH-fw4	0.0
ERR346600.3395	IgH-fw5	0.0
ERR346600.3396	IgH-fw1	0.0
ERR346600.3404	IgH-fw2	0.0
ERR346600.3401	IgH-fw2	0.0
ERR346600.3399	IgH-fw5	0.0
ERR346600.3397	IgH-fw2	0.0
ERR346600.3402	IgH-fw6	0.0
ERR346600.3403	IgH-fw4	0.0
ERR346600.3391	IgH-fw1	0.0
ERR346600.3405	IgH-fw11	0.0
ERR346600.3406	IgH-fw11	0.0
ERR346600.3400	IgH-fw1	0.0
ERR346600.3410	IgH-fw10	0.0
ERR346600.3407	IgH-fw1	0.0
ERR346600.3412	IgH-fw13	0.0
ERR346600.3409	IgH-fw5	0.0
ERR346600.3411	IgH-fw2	0.0
ERR346600.3398	IgH-fw11	0.0
ERR346600.3408	IgH-fw2	0.0
ERR346600.3416	IgH-fw5	0.0
ERR346600.3414	IgH-fw4	0.0
ERR346600.3421	IgH-fw3	0.0
ERR346600.3394	IgH-fw11	0.0
ERR346600.3418	IgH-fw9	0.0
ERR346600.3425	IgH-fw12	0.0
ERR346600.3415	IgH-fw6	0.0
ERR346600.3419	IgH-fw9	0.0
ERR346600.3417	IgH-fw3	0.0
ERR346600.3427	IgH-fw15	0.0
ERR346600.3423	IgH-fw9	0.0
ERR346600.3429	IgH-fw6	0.0
ERR346600.3431	IgH-fw10	0.0
ERR346600.3420	IgH-fw9	0.0
ERR346600.3426	IgH-fw4	0.0
ERR346600.3428	IgH-fw17	0.0
ERR346600.3432	IgH-fw5	0.0
ERR346600.3430	IgH-fw2	0.0
ERR346600.3436	IgH-fw2	0.0
ERR346600.3433	IgH-fw17	0.0
ERR346600.3439	IgH-fw6	0.0
ERR346600.3422	IgH-fw10	0.0
ERR346600.3438	IgH-fw5	0.0
ERR346600.3434	IgH-fw2	0.050000000000000044
ERR346600.3441	IgH-fw10	0.0
ERR346600.3437	IgH-fw9	0.0
ERR346600.3443	IgH-fw5	0.0
ERR346600.3440	IgH-fw11	0.0
ERR346600.3446	IgH-fw5	0.0
ERR346600.3445	IgH-fw11	0.0
ERR346600.3435	IgH-fw6	0.0
ERR346600.3444	IgH-fw5	0.0
ERR346600.3450	IgH-fw17	0.0
ERR346600.3453	IgH-fw15	0.0
ERR346600.3451	IgH-fw11	0.0
ERR346600.3448	IgH-fw5	0.0
ERR346600.3458	IgH-fw17	0.0
ERR346600.3459	IgH-fw5	0.0
ERR346600.3457	IgH-fw5	0.0
ERR346600.3454	IgH-fw2	0.0
ERR346600.3456	IgH-fw10	0.0
ERR346600.3455	IgH-fw11	0.0
ERR346600.3464	IgH-fw6	0.0
ERR346600.3460	IgH-fw3	0.0
ERR346600.3449	IgH-fw9	0.0
ERR346600.3462	IgH-fw10	0.0
ERR346600.3461	IgH-fw10	0.050000000000000044
ERR346600.3465	IgH-fw17	0.050000000000000044
ERR346600.3452	IgH-fw6	0.0
ERR346600.3471	IgH-fw2	0.0
ERR346600.3468	IgH-fw4	0.0
ERR346600.3463	IgH-fw6	0.0
ERR346600.3472	IgH-fw4	0.0
ERR346600.3475	IgH-fw12	0.0
ERR346600.3469	IgH-fw8	0.0
ERR346600.3467	IgH-fw9	0.0
ERR346600.3476	IgH-fw8	0.0
ERR346600.3470	IgH-fw10	0.0
ERR346600.3478	IgH-fw15	0.0
ERR346600.3474	IgH-fw4	0.0
ERR346600.3477	IgH-fw12	0.0
ERR346600.3480	IgH-fw7	0.0
ERR346600.3479	IgH-fw9	0.0
ERR346600.3482	IgH-fw8	0.30000000000000004
ERR346600.3466	IgH-fw2	0.0
ERR346600.3485	IgH-fw5	0.0
ERR346600.3484	IgH-fw2	0.0
ERR346600.3473	IgH-fw12	0.050000000000000044
ERR346600.3481	IgH-fw5	0.0
ERR346600.3489	IgH-fw3	0.0
ERR346600.3483	IgH-fw2	0.0
ERR346600.3487	IgH-fw5	0.0
ERR346600.3486	IgH-fw1	0.0
ERR346600.3492	IgH-fw15	0.050000000000000044
ERR346600.3488	IgH-fw3	0.0
ERR346600.3493	IgH-fw6	0.0
ERR346600.3490	IgH-fw4	0.0
ERR346600.3491	IgH-fw15	0.0
ERR346600.3495	IgH-fw2	0.0
ERR346600.3494	IgH-fw9	0.0
ERR346600.3498	IgH-fw6	0.0
ERR346600.3501	IgH-fw5	0.0
ERR346600.3500	IgH-fw9	0.0
ERR346600.3496	IgH-fw2	0.0
ERR346600.3506	IgH-fw2	0.0
ERR346600.3507	IgH-fw5	0.0
ERR346600.3504	IgH-fw11	0.0
ERR346600.3508	IgH-fw5	0.0
ERR346600.3511	IgH-fw6	0.0
ERR346600.3505	IgH-fw8	0.0
ERR346600.3509	IgH-fw6	0.0
ERR346600.3497	IgH-fw1	0.0
ERR346600.3512	IgH-fw11	0.0
ERR346600.3515	IgH-fw2	0.0
ERR346600.3510	IgH-fw17	0.0
ERR346600.3516	IgH-fw9	0.0
ERR346600.3519	IgH-fw1	0.0
ERR346600.3514	IgH-fw9	0.0
ERR346600.3517	IgH-fw11	0.35
ERR346600.3525	IgH-fw8	0.0
ERR346600.3521	IgH-fw2	0.0
ERR346600.3518	IgH-fw5	0.0
ERR346600.3520	IgH-fw6	0.0
ERR346600.3513	IgH-fw1	0.0
ERR346600.3533	IgH-fw2	0.0
ERR346600.3522	IgH-fw6	0.0
ERR346600.3528	IgH-fw10	0.0
ERR346600.3527	IgH-fw17	0.0
ERR346600.3523	IgH-fw9	0.0
ERR346600.3526	IgH-fw5	0.0
ERR346600.3529	IgH-fw11	0.0
ERR346600.3532	IgH-fw3	0.0
ERR346600.3535	IgH-fw17	0.65
ERR346600.3524	IgH-fw6	0.0
ERR346600.3531	IgH-fw4	0.0
ERR346600.3534	IgH-fw10	0.0
ERR346600.3536	IgH-fw12	0.0
ERR346600.3538	IgH-fw9	0.0
ERR346600.3537	IgH-fw12	0.0
ERR346600.3539	IgH-fw6	0.0
ERR346600.3540	IgH-fw1	0.0
ERR346600.3545	IgH-fw2	0.0
ERR346600.3542	IgH-fw8	0.0
ERR346600.3543	IgH-fw9	0.0
ERR346600.3544	IgH-fw1	0.0
ERR346600.3546	IgH-fw10	0.0
ERR346600.3548	IgH-fw2	0.0
ERR346600.3547	IgH-fw10	0.0
ERR346600.3549	IgH-fw4	0.0
ERR346600.3541	IgH-fw3	0.0
ERR346600.3551	IgH-fw1	0.0
ERR346600.3553	IgH-fw9	0.0
ERR346600.3552	IgH-fw5	0.0
ERR346600.3554	IgH-fw5	0.050000000000000044
ERR346600.3557	IgH-fw1	0.0
ERR346600.3555	IgH-fw9	0.7
ERR346600.3556	IgH-fw16	0.6363636363636364
ERR346600.3558	IgH-fw11	0.0
ERR346600.3564	IgH-fw10	0.0
ERR346600.3559	IgH-fw13	0.0
ERR346600.3563	IgH-fw4	0.0
ERR346600.3560	IgH-fw5	0.0
ERR346600.3562	IgH-fw2	0.0
ERR346600.3567	IgH-fw8	0.0
ERR346600.3565	IgH-fw10	0.0
ERR346600.3566	IgH-fw3	0.0
ERR346600.3561	IgH-fw6	0.0
ERR346600.3568	IgH-fw2	0.0
ERR346600.3569	IgH-fw6	0.0
ERR346600.3573	IgH-fw1	0.0
ERR346600.3570	IgH-fw10	0.0
ERR346600.3571	IgH-fw17	0.0
ERR346600.3575	IgH-fw5	0.0
ERR346600.3574	IgH-fw4	0.0
ERR346600.3579	IgH-fw4	0.0
ERR346600.3572	IgH-fw2	0.0
ERR346600.3576	IgH-fw4	0.30000000000000004
ERR346600.3582	IgH-fw17	0.0
ERR346600.3578	IgH-fw5	0.0
ERR346600.3580	IgH-fw11	0.0
ERR346600.3584	IgH-fw4	0.0
ERR346600.3583	IgH-fw5	0.0
ERR346600.3586	IgH-fw2	0.0
ERR346600.3577	IgH-fw6	0.15000000000000002
ERR346600.3585	IgH-fw10	0.0
ERR346600.3588	IgH-fw3	0.0
ERR346600.3590	IgH-fw4	0.0
ERR346600.3587	IgH-fw3	0.0
ERR346600.3581	IgH-fw10	0.0
ERR346600.3591	IgH-fw10	0.0
ERR346600.3589	IgH-fw3	0.050000000000000044
ERR346600.3592	IgH-fw4	0.0
ERR346600.3596	IgH-fw3	0.0
ERR346600.3595	IgH-fw9	0.0
ERR346600.3602	IgH-fw9	0.0
ERR346600.3599	IgH-fw10	0.0
ERR346600.3593	IgH-fw2	0.0
ERR346600.3594	IgH-fw2	0.0
ERR346600.3597	IgH-fw17	0.0
ERR346600.3600	IgH-fw1	0.0
ERR346600.3601	IgH-fw8	0.0
ERR346600.3598	IgH-fw10	0.0
ERR346600.3604	IgH-fw5	0.0
ERR346600.3608	IgH-fw9	0.0
ERR346600.3605	IgH-fw2	0.0
ERR346600.3607	IgH-fw9	0.0
ERR346600.3606	IgH-fw10	0.0
ERR346600.3609	IgH-fw12	0.0
ERR346600.3610	IgH-fw1	0.050000000000000044
ERR346600.3613	IgH-fw5	0.0
ERR346600.3611	IgH-fw6	0.0
ERR346600.3612	IgH-fw12	0.0
ERR346600.3603	IgH-fw9	0.0
ERR346600.3614	IgH-fw3	0.0
ERR346600.3615	IgH-fw1	0.0
ERR346600.3619	IgH-fw5	0.0
ERR346600.3616	IgH-fw10	0.0
ERR346600.3624	IgH-fw6	0.0
ERR346600.3617	IgH-fw2	0.0
ERR346600.3620	IgH-fw15	0.6
ERR346600.3626	IgH-fw5	0.0
ERR346600.3621	IgH-fw2	0.0
ERR346600.3625	IgH-fw6	0.0
ERR346600.3629	IgH-fw17	0.0
ERR346600.3631	IgH-fw8	0.7
ERR346600.3618	IgH-fw7	0.0
ERR346600.3627	IgH-fw3	0.0
ERR346600.3622	IgH-fw12	0.0
ERR346600.3630	IgH-fw2	0.0
ERR346600.3635	IgH-fw12	0.0
ERR346600.3628	IgH-fw13	0.5
ERR346600.3637	IgH-fw2	0.0
ERR346600.3634	IgH-fw4	0.0
ERR346600.3639	IgH-fw3	0.0
ERR346600.3636	IgH-fw4	0.0
ERR346600.3623	IgH-fw5	0.0
ERR346600.3641	IgH-fw9	0.0
ERR346600.3644	IgH-fw13	0.0
ERR346600.3640	IgH-fw3	0.0
ERR346600.3633	IgH-fw5	0.0
ERR346600.3645	IgH-fw4	0.0
ERR346600.3648	IgH-fw6	0.0
ERR346600.3651	IgH-fw4	0.0
ERR346600.3646	IgH-fw11	0.0
ERR346600.3647	IgH-fw9	0.0
ERR346600.3650	IgH-fw17	0.0
ERR346600.3642	IgH-fw3	0.0
ERR346600.3654	IgH-fw17	0.0
ERR346600.3656	IgH-fw12	0.0
ERR346600.3652	IgH-fw6	0.0
ERR346600.3649	IgH-fw1	0.0
ERR346600.3657	IgH-fw16	0.36363636363636365
ERR346600.3655	IgH-fw9	0.0
ERR346600.3653	IgH-fw5	0.0
ERR346600.3659	IgH-fw6	0.0
ERR346600.3663	IgH-fw5	0.0
ERR346600.3660	IgH-fw1	0.0
ERR346600.3662	IgH-fw1	0.0
ERR346600.3665	IgH-fw5	0.0
ERR346600.3661	IgH-fw5	0.0
ERR346600.3658	IgH-fw6	0.0
ERR346600.3667	IgH-fw2	0.0
ERR346600.3664	IgH-fw11	0.0
ERR346600.3668	IgH-fw2	0.0
ERR346600.3670	IgH-fw13	0.0
ERR346600.3669	IgH-fw10	0.0
ERR346600.3671	IgH-fw9	0.0
ERR346600.3676	IgH-fw1	0.0
ERR346600.3672	IgH-fw6	0.0
ERR346600.3674	IgH-fw1	0.0
ERR346600.3673	IgH-fw12	0.0
ERR346600.3678	IgH-fw9	0.0
ERR346600.3675	IgH-fw11	0.0
ERR346600.3677	IgH-fw10	0.0
ERR346600.3679	IgH-fw17	0.0
ERR346600.3681	IgH-fw2	0.0
ERR346600.3682	IgH-fw12	0.0
ERR346600.3666	IgH-fw6	0.0
ERR346600.3683	IgH-fw6	0.0
ERR346600.3680	IgH-fw2	0.0
ERR346600.3685	IgH-fw10	0.0
ERR346600.3686	IgH-fw17	0.0
ERR346600.3684	IgH-fw2	0.0
ERR346600.3688	IgH-fw4	0.0
ERR346600.3687	IgH-fw1	0.0
ERR346600.3689	IgH-fw11	0.0
ERR346600.3690	IgH-fw11	0.0
ERR346600.3691	IgH-fw6	0.0
ERR346600.3693	IgH-fw6	0.0
ERR346600.3694	IgH-fw4	0.0
ERR346600.3696	IgH-fw2	0.0
ERR346600.3695	IgH-fw3	0.0
ERR346600.3700	IgH-fw5	0.0
ERR346600.3692	IgH-fw3	0.0
ERR346600.3698	IgH-fw1	0.0
ERR346600.3699	IgH-fw6	0.0
ERR346600.3697	IgH-fw6	0.0
ERR346600.3701	IgH-fw6	0.0
ERR346600.3702	IgH-fw2	0.0
ERR346600.3707	IgH-fw2	0.050000000000000044
ERR346600.3708	IgH-fw8	0.0
ERR346600.3709	IgH-fw5	0.0
ERR346600.3710	IgH-fw4	0.0
ERR346600.3705	IgH-fw2	0.0
ERR346600.3704	IgH-fw3	0.0
ERR346600.3703	IgH-fw2	0.0
ERR346600.3713	IgH-fw10	0.0
ERR346600.3715	IgH-fw1	0.0
ERR346600.3711	IgH-fw6	0.0
ERR346600.3714	IgH-fw2	0.0
ERR346600.3712	IgH-fw4	0.0
ERR346600.3718	IgH-fw9	0.0
ERR346600.3716	IgH-fw3	0.0
ERR346600.3720	IgH-fw1	0.0
ERR346600.3722	IgH-fw17	0.0
ERR346600.3723	IgH-fw9	0.0
ERR346600.3719	IgH-fw17	0.0
ERR346600.3721	IgH-fw10	0.0
ERR346600.3725	IgH-fw2	0.050000000000000044
ERR346600.3724	IgH-fw5	0.0
ERR346600.3732	IgH-fw3	0.0
ERR346600.3728	IgH-fw8	0.0
ERR346600.3733	IgH-fw5	0.0
ERR346600.3729	IgH-fw17	0.0
ERR346600.3737	IgH-fw11	0.0
ERR346600.3734	IgH-fw16	0.5909090909090908
ERR346600.3735	IgH-fw1	0.0
ERR346600.3738	IgH-fw1	0.0
ERR346600.3740	IgH-fw3	0.0
ERR346600.3726	IgH-fw3	0.0
ERR346600.3717	IgH-fw5	0.050000000000000044
ERR346600.3727	IgH-fw1	0.0
ERR346600.3730	IgH-fw3	0.0
ERR346600.3744	IgH-fw17	0.0
ERR346600.3736	IgH-fw10	0.0
ERR346600.3745	IgH-fw4	0.0
ERR346600.3742	IgH-fw10	0.0
ERR346600.3741	IgH-fw12	0.050000000000000044
ERR346600.3743	IgH-fw5	0.0
ERR346600.3750	IgH-fw1	0.0
ERR346600.3753	IgH-fw4	0.0
ERR346600.3748	IgH-fw3	0.0
ERR346600.3752	IgH-fw17	0.0
ERR346600.3757	IgH-fw10	0.0
ERR346600.3751	IgH-fw9	0.0
ERR346600.3754	IgH-fw6	0.0
ERR346600.3739	IgH-fw17	0.0
ERR346600.3747	IgH-fw10	0.0
ERR346600.3755	IgH-fw6	0.0
ERR346600.3756	IgH-fw4	0.0
ERR346600.3749	IgH-fw3	0.0
ERR346600.3758	IgH-fw2	0.0
ERR346600.3766	IgH-fw12	0.0
ERR346600.3765	IgH-fw10	0.0
ERR346600.3761	IgH-fw10	0.0
ERR346600.3759	IgH-fw9	0.0
ERR346600.3769	IgH-fw11	0.0
ERR346600.3763	IgH-fw9	0.0
ERR346600.3760	IgH-fw2	0.0
ERR346600.3770	IgH-fw11	0.0
ERR346600.3762	IgH-fw4	0.0
ERR346600.3772	IgH-fw17	0.0
ERR346600.3767	IgH-fw3	0.050000000000000044
ERR346600.3774	IgH-fw2	0.0
ERR346600.3768	IgH-fw10	0.0
ERR346600.3776	IgH-fw6	0.0
ERR346600.3771	IgH-fw4	0.0
ERR346600.3775	IgH-fw3	0.0
ERR346600.3773	IgH-fw5	0.0
