ID	DUPCOUNT	CPRIMER	VPRIMER
ERR346600.14054	10	IgG	IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.23370	7	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.24715	6	IgG	IgH-fw10,IgH-fw11,IgH-fw8,IgH-fw9
ERR346600.18308	22	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.5787	7	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw8,IgH-fw9
ERR346600.12204	13	IgG	IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.2762	71	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.23232	2	IgG	IgH-fw5,IgH-fw6
ERR346600.20971	3	IgG	IgH-fw10,IgH-fw11,IgH-fw6
ERR346600.5838	6	IgG	IgH-fw3,IgH-fw9
ERR346600.12719	26	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.15420	2	IgG	IgH-fw11,IgH-fw9
ERR346600.14383	6	IgG	IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.14298	40	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.14214	9	IgG	IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.962	7	IgG	IgH-fw1,IgH-fw2,IgH-fw6,IgH-fw8
ERR346600.9841	14	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.24409	2	IgG	IgH-fw15,IgH-fw9
ERR346600.8395	7	IgG	IgH-fw10,IgH-fw11,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.16894	7	IgG	IgH-fw1,IgH-fw10,IgH-fw5,IgH-fw8,IgH-fw9
ERR346600.9122	2	IgG	IgH-fw11,IgH-fw3
ERR346600.15008	2	IgG	IgH-fw10,IgH-fw12
ERR346600.2088	2	IgG	IgH-fw1,IgH-fw6
ERR346600.12481	2	IgG	IgH-fw15,IgH-fw4
ERR346600.8061	3	IgG	IgH-fw1,IgH-fw3,IgH-fw4
ERR346600.20161	2	IgG	IgH-fw5,IgH-fw6
ERR346600.7282	2	IgG	IgH-fw4
ERR346600.20894	2	IgG	IgH-fw5,IgH-fw6
ERR346600.3725	3	IgG	IgH-fw1,IgH-fw2,IgH-fw4
ERR346600.22682	2	IgG	IgH-fw12,IgH-fw5
ERR346600.21254	2	IgG	IgH-fw2,IgH-fw4
ERR346600.4467	3	IgG	IgH-fw2,IgH-fw4
ERR346600.10028	3	IgG	IgH-fw3,IgH-fw4
ERR346600.1479	5	IgG	IgH-fw1,IgH-fw14,IgH-fw5,IgH-fw6
ERR346600.5075	2	IgG	IgH-fw17,IgH-fw6
ERR346600.15194	4	IgG	IgH-fw1,IgH-fw10,IgH-fw4,IgH-fw6
ERR346600.15198	5	IgG	IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.24165	2	IgG	IgH-fw10,IgH-fw4
ERR346600.16138	13	IgG	IgH-fw11,IgH-fw2,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.22301	2	IgG	IgH-fw3,IgH-fw5
ERR346600.6947	3	IgG	IgH-fw10,IgH-fw2,IgH-fw5
ERR346600.16557	3	IgG	IgH-fw10,IgH-fw9
ERR346600.11746	6	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw8,IgH-fw9
ERR346600.1909	2	IgG	IgH-fw2,IgH-fw6
ERR346600.22137	2	IgG	IgH-fw2,IgH-fw4
ERR346600.13975	10	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.20640	10	IgG	IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8
ERR346600.16460	11	IgG	IgH-fw10,IgH-fw12,IgH-fw9
ERR346600.11804	10	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.23213	2	IgG	IgH-fw2,IgH-fw7
ERR346600.4772	21	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.4984	6	IgG	IgH-fw2,IgH-fw3,IgH-fw6,IgH-fw9
ERR346600.4990	26	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.19859	2	IgG	IgH-fw1,IgH-fw3
ERR346600.14535	4	IgG	IgH-fw2,IgH-fw9
ERR346600.18426	10	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw3,IgH-fw9
ERR346600.1623	2	IgG	IgH-fw11,IgH-fw3
ERR346600.23604	7	IgG	IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.13957	2	IgG	IgH-fw5,IgH-fw9
ERR346600.15084	11	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.15483	9	IgG	IgH-fw10,IgH-fw11,IgH-fw8,IgH-fw9
ERR346600.8725	2	IgG	IgH-fw1,IgH-fw5
ERR346600.7191	3	IgG	IgH-fw2,IgH-fw5
ERR346600.13991	2	IgG	IgH-fw1,IgH-fw5
ERR346600.4375	2	IgG	IgH-fw3,IgH-fw9
ERR346600.12261	20	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.10369	3	IgG	IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.2790	19	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5
ERR346600.24261	20	IgG	IgH-fw1,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.13338	2	IgG	IgH-fw1,IgH-fw4
ERR346600.6385	2	IgG	IgH-fw5,IgH-fw6
ERR346600.22171	25	IgG	IgH-fw1,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.12653	11	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.16994	12	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.23985	8	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw5,IgH-fw6
ERR346600.19303	5	IgG	IgH-fw10,IgH-fw3,IgH-fw4,IgH-fw9
ERR346600.11885	9	IgG	IgH-fw1,IgH-fw10,IgH-fw15,IgH-fw17,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.12284	4	IgG	IgH-fw2,IgH-fw3,IgH-fw5
ERR346600.17898	11	IgG	IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw2,IgH-fw9
ERR346600.24489	5	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw5,IgH-fw9
ERR346600.20056	9	IgG	IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.20292	2	IgG	IgH-fw3,IgH-fw7
ERR346600.11054	2	IgG	IgH-fw2
ERR346600.2665	2	IgG	IgH-fw10,IgH-fw9
ERR346600.17092	8	IgG	IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.20825	4	IgG	IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.14183	44	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.4005	6	IgG	IgH-fw12,IgH-fw17,IgH-fw5,IgH-fw6
ERR346600.4231	2	IgG	IgH-fw10,IgH-fw11
ERR346600.4709	2	IgG	IgH-fw10,IgH-fw6
ERR346600.18687	2	IgG	IgH-fw2,IgH-fw4
ERR346600.24000	2	IgG	IgH-fw6,IgH-fw7
ERR346600.4626	47	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw14,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.12947	2	IgG	IgH-fw4,IgH-fw9
ERR346600.13061	2	IgG	IgH-fw10,IgH-fw2
ERR346600.5856	58	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw13,IgH-fw15,IgH-fw17,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.21821	2	IgG	IgH-fw2
ERR346600.12419	2	IgG	IgH-fw5,IgH-fw6
ERR346600.8692	2	IgG	IgH-fw11,IgH-fw4
ERR346600.13571	2	IgG	IgH-fw4,IgH-fw6
ERR346600.1587	23	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.5216	7	IgG	IgH-fw1,IgH-fw12,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.7436	32	IgG	IgH-fw1,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.4459	12	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw8,IgH-fw9
ERR346600.16486	10	IgG	IgH-fw1,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.4392	3	IgG	IgH-fw2,IgH-fw3,IgH-fw4
ERR346600.22063	2	IgG	IgH-fw17,IgH-fw6
ERR346600.4383	9	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw4,IgH-fw5,IgH-fw8,IgH-fw9
ERR346600.20721	2	IgG	IgH-fw1,IgH-fw7
ERR346600.9478	2	IgG	IgH-fw6
ERR346600.10954	6	IgG	IgH-fw1,IgH-fw12,IgH-fw6,IgH-fw9
ERR346600.19560	15	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.4689	7	IgG	IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw5
ERR346600.19592	5	IgG	IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw8,IgH-fw9
ERR346600.16732	2	IgG	IgH-fw4
ERR346600.7994	13	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw3,IgH-fw4,IgH-fw6,IgH-fw9
ERR346600.17809	2	IgG	IgH-fw10,IgH-fw4
ERR346600.20488	2	IgG	IgH-fw3,IgH-fw6
ERR346600.21866	3	IgG	IgH-fw10,IgH-fw2,IgH-fw3
ERR346600.10818	4	IgG	IgH-fw2,IgH-fw5,IgH-fw9
ERR346600.1865	45	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.10464	32	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.418	10	IgG	IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.17332	3	IgG	IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.17312	11	IgG	IgH-fw1,IgH-fw10,IgH-fw3,IgH-fw9
ERR346600.17701	11	IgG	IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.4067	28	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw14,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8
ERR346600.13089	2	IgG	IgH-fw17,IgH-fw5
ERR346600.13858	2	IgG	IgH-fw10,IgH-fw9
ERR346600.14529	9	IgG	IgH-fw1,IgH-fw11,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.3353	9	IgG	IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.4686	18	IgG	IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.20047	9	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw7
ERR346600.11733	6	IgG	IgH-fw11,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.1942	5	IgG	IgH-fw10,IgH-fw2,IgH-fw5,IgH-fw9
ERR346600.17093	21	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw13,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.19779	11	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.2274	4	IgG	IgH-fw11,IgH-fw4,IgH-fw5
ERR346600.3229	2	IgG	IgH-fw4,IgH-fw5
ERR346600.15993	3	IgG	IgH-fw10,IgH-fw3
ERR346600.24666	19	IgG	IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw7,IgH-fw9
ERR346600.12101	16	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw3,IgH-fw6,IgH-fw9
ERR346600.5129	11	IgG	IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.3523	2	IgG	IgH-fw10,IgH-fw9
ERR346600.19963	2	IgG	IgH-fw1,IgH-fw5
ERR346600.8092	6	IgG	IgH-fw10,IgH-fw3,IgH-fw9
ERR346600.13126	2	IgG	IgH-fw2,IgH-fw3
ERR346600.8807	14	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw8
ERR346600.13522	2	IgG	IgH-fw11,IgH-fw8
ERR346600.24148	3	IgG	IgH-fw1,IgH-fw2,IgH-fw9
ERR346600.17294	29	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw14,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.17791	5	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw9
ERR346600.24988	3	IgG	IgH-fw11,IgH-fw2,IgH-fw4
ERR346600.7931	5	IgG	IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw3
ERR346600.19408	2	IgG	IgH-fw4,IgH-fw6
ERR346600.21353	59	IgG	IgH-fw1,IgH-fw10,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.9853	2	IgG	IgH-fw15,IgH-fw3
ERR346600.1631	5	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw7,IgH-fw9
ERR346600.16863	39	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.1924	4	IgG	IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw9
ERR346600.16237	20	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.5656	3	IgG	IgH-fw3
ERR346600.4804	72	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.3249	16	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.22433	3	IgG	IgH-fw3,IgH-fw4,IgH-fw9
ERR346600.24754	2	IgG	IgH-fw10,IgH-fw9
ERR346600.13940	2	IgG	IgH-fw10,IgH-fw8
ERR346600.14370	7	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw8,IgH-fw9
ERR346600.2036	2	IgG	IgH-fw17,IgH-fw6
ERR346600.12514	2	IgG	IgH-fw4
ERR346600.13403	23	IgG	IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.24352	6	IgG	IgH-fw2,IgH-fw5,IgH-fw6
ERR346600.20870	2	IgG	IgH-fw2,IgH-fw9
ERR346600.15924	20	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.17607	2	IgG	IgH-fw3
ERR346600.2087	93	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.10890	8	IgG	IgH-fw1,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.2227	8	IgG	IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.20862	2	IgG	IgH-fw10,IgH-fw3
ERR346600.5820	10	IgG	IgH-fw10,IgH-fw13,IgH-fw4,IgH-fw8,IgH-fw9
ERR346600.19955	4	IgG	IgH-fw1,IgH-fw3,IgH-fw4,IgH-fw5
ERR346600.23338	11	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw4,IgH-fw9
ERR346600.11181	2	IgG	IgH-fw5
ERR346600.24190	4	IgG	IgH-fw10,IgH-fw17,IgH-fw4,IgH-fw6
ERR346600.14550	4	IgG	IgH-fw1,IgH-fw15,IgH-fw17,IgH-fw6
ERR346600.22919	2	IgG	IgH-fw1,IgH-fw5
ERR346600.18778	2	IgG	IgH-fw2,IgH-fw3
ERR346600.19094	2	IgG	IgH-fw1,IgH-fw6
ERR346600.24569	35	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw4,IgH-fw8,IgH-fw9
ERR346600.10095	5	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3
ERR346600.24865	2	IgG	IgH-fw1,IgH-fw2
ERR346600.7694	2	IgG	IgH-fw4
ERR346600.23178	2	IgG	IgH-fw17,IgH-fw6
ERR346600.15309	11	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw5,IgH-fw8,IgH-fw9
ERR346600.14330	45	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.13650	2	IgG	IgH-fw3,IgH-fw6
ERR346600.21478	2	IgG	IgH-fw2,IgH-fw6
ERR346600.2564	18	IgG	IgH-fw11,IgH-fw12,IgH-fw13,IgH-fw15,IgH-fw3,IgH-fw9
ERR346600.17616	2	IgG	IgH-fw1,IgH-fw5
ERR346600.2789	2	IgG	IgH-fw1,IgH-fw12
ERR346600.13636	44	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.16735	2	IgG	IgH-fw12,IgH-fw7
ERR346600.795	3	IgG	IgH-fw1,IgH-fw4,IgH-fw9
ERR346600.478	4	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw3
ERR346600.5127	2	IgG	IgH-fw1,IgH-fw2
ERR346600.5884	16	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.6495	2	IgG	IgH-fw1,IgH-fw2
ERR346600.7273	6	IgG	IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.10174	21	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw13,IgH-fw3,IgH-fw9
ERR346600.9916	16	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.7164	2	IgG	IgH-fw3,IgH-fw5
ERR346600.13034	34	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.24572	5	IgG	IgH-fw1,IgH-fw3,IgH-fw4
ERR346600.15554	3	IgG	IgH-fw10,IgH-fw2,IgH-fw3
ERR346600.17623	2	IgG	IgH-fw10,IgH-fw7
ERR346600.16332	16	IgG	IgH-fw1,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw5
ERR346600.15910	2	IgG	IgH-fw10,IgH-fw6
ERR346600.3859	2	IgG	IgH-fw5,IgH-fw6
ERR346600.15938	26	IgG	IgH-fw1,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.3927	2	IgG	IgH-fw7,IgH-fw9
ERR346600.14593	2	IgG	IgH-fw10,IgH-fw9
ERR346600.24317	96	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.13009	4	IgG	IgH-fw12,IgH-fw2,IgH-fw9
ERR346600.16291	2	IgG	IgH-fw2,IgH-fw6
ERR346600.17404	3	IgG	IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.20432	5	IgG	IgH-fw1,IgH-fw2,IgH-fw5,IgH-fw9
ERR346600.11182	7	IgG	IgH-fw1,IgH-fw12,IgH-fw15,IgH-fw3,IgH-fw6
ERR346600.11576	3	IgG	IgH-fw12,IgH-fw17,IgH-fw9
ERR346600.9799	5	IgG	IgH-fw1,IgH-fw12,IgH-fw2,IgH-fw9
ERR346600.16717	12	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.9495	15	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw7
ERR346600.11292	2	IgG	IgH-fw4
ERR346600.23105	2	IgG	IgH-fw12,IgH-fw6
ERR346600.18682	4	IgG	IgH-fw11,IgH-fw2,IgH-fw4
ERR346600.8741	38	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.9293	5	IgG	IgH-fw10,IgH-fw12,IgH-fw6
ERR346600.17314	3	IgG	IgH-fw2,IgH-fw3,IgH-fw4
ERR346600.7572	2	IgG	IgH-fw17,IgH-fw9
ERR346600.1183	9	IgG	IgH-fw1,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.18732	2	IgG	IgH-fw10,IgH-fw11
ERR346600.6610	107	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.14125	5	IgG	IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw5
ERR346600.6303	19	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.20880	2	IgG	IgH-fw4,IgH-fw5
ERR346600.4660	2	IgG	IgH-fw3,IgH-fw6
ERR346600.2263	37	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.10374	10	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.24250	10	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw9
ERR346600.13942	2	IgG	IgH-fw10,IgH-fw12
ERR346600.10696	32	IgG	IgH-fw1,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.12806	2	IgG	IgH-fw1,IgH-fw5
ERR346600.5630	2	IgG	IgH-fw2,IgH-fw4
ERR346600.17046	121	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw13,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.12688	15	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw9
ERR346600.6679	2	IgG	IgH-fw10,IgH-fw11
ERR346600.6223	14	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw9
ERR346600.10148	8	IgG	IgH-fw1,IgH-fw10,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.1807	7	IgG	IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.13325	2	IgG	IgH-fw4,IgH-fw5
ERR346600.13872	18	IgG	IgH-fw1,IgH-fw11,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.4688	3	IgG	IgH-fw17,IgH-fw2,IgH-fw3
ERR346600.19965	5	IgG	IgH-fw1,IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.20798	10	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.23238	2	IgG	IgH-fw17,IgH-fw9
ERR346600.4351	7	IgG	IgH-fw1,IgH-fw3,IgH-fw9
ERR346600.3568	2	IgG	IgH-fw2,IgH-fw3
ERR346600.11907	8	IgG	IgH-fw1,IgH-fw12,IgH-fw3,IgH-fw9
ERR346600.13372	9	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw13,IgH-fw2,IgH-fw6,IgH-fw9
